"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Import Contract Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Contract Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Period Submit","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"38","018TC18_TS12-494_Hybrid20231001","","","Completed","E","18","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","1","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","26901","P090001957939","","0105556078229","301076217327092","2023-10-30","",""
"39","018TC18_TS12-949_Hybrid_up20231001","","","Completed","E","18","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","1","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","27687","P090001958543","82296610190156962393","0105556078229","301076224124752","2023-10-30","",""
"40","018TC18_TS12-949_Hybrid_up20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","018TC18_TS12-949_Hybrid_up20231001","TC18_TS12-949_Hybrid_up","2023-10-13","2.00","18500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","3","2023-10-18","","","27689","P090001959344","82296610190158963416","0105556078229","011076330728092","2023-11-01","",""
"41","018TC18_TS13-4449_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS13-4449_additional","2023-08-09","6.00","12700.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","26902","P090001957940","","0105556078229","011076317528342","2023-11-01","",""
"42","018TC18_TS14-44949_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS14-44949_additional","2023-10-01","3.00","12400.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","26904","P090001957941","","0105556078229","261076217732532","2023-10-26","",""
"43","018TC18_TS14-44949_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","018TC18_TS14-44949_additional20231001","TC18_TS14-44949_additional","2023-10-11","4.00","23600.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27690","P090001958544","82296610190154962387","0105556078229","311076224326102","2023-10-31","",""
"44","018TC18_TS3-4999_increase20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS3-4999_increase","2023-08-15","10.00","22000.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","26889","P090001957930","","0105556078229","241076215728962","2023-10-24","",""
"45","018TC18_TS3-4999_increase20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS3-4999_increase","2023-08-15","0.00","25800.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-12","","","26890","P090001958529","82296610190159961385","0105556078229","261076221527182","2023-10-26","",""
"46","018TC18_TS3-4999_increase20231002","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS3-4999_increase","2023-08-15","0.00","30700.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","27673","P090001959339","82296610190154963404","0105556078229","311076229732532","2023-10-31","",""
"47","018TC18_TS4-4999_additonal20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","2","0","0","018TC18_TS4-4999_additonal20231001","TC18_TS4-4999_additonal","2023-10-09","0.00","39000.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27675","P090001959340","82296610190155963407","0105556078229","311076229934422","2023-10-31","",""
"48","018TC18_TS4-4999_additonal20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","018TC18_TS4-4999_additonal20231001","TC18_TS4-4999_additonal","2023-10-09","0.00","30600.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","26892","P090001958530","82296610190150962375","0105556078229","261076221728362","2023-10-26","",""
"49","018TC18_TS4-4999_additonal20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS4-4999_additonal","2023-08-15","10.00","26800.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","26891","P090001957931","","0105556078229","241076215932272","2023-10-24","",""
"50","018TC18_TS5-49499_increase20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS5-49499_increase","2023-10-01","6.00","19000.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","26893","P090001957932","","0105556078229","241076216128082","2023-10-24","",""
"51","018TC18_TS5-49499_increase20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS5-49499_increase","2023-10-01","1.00","27500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","27679","P090001958531","82296610190152962381","0105556078229","301076221929282","2023-10-30","",""
"52","018TC18_TS5-49499_increase20231002","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS5-49499_increase","2023-10-01","0.00","32000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","27680","P090001959341","82296610190156963410","0105556078229","311076230123942","2023-10-31","",""
"53","018TC18_TS6-49499_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","018TC18_TS6-49499_additional20231001","TC18_TS6-49499_additional","2023-10-09","1.00","27500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","27681","P090001958532","82296610190158961382","0105556078229","301076222125092","2023-10-30","",""
"54","018TC18_TS6-49499_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","2","0","0","018TC18_TS6-49499_additional20231001","TC18_TS6-49499_additional","2023-10-09","0.00","32000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27682","P090001959342","82296610190157963413","0105556078229","311076230325122","2023-10-31","",""
"55","018TC18_TS6-49499_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS6-49499_additional","2023-10-01","6.00","19000.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","26894","P090001957933","","0105556078229","241076216329262","2023-10-24","",""
"56","0180TC18_TS7-499_Hybrid20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","0180TC18_TS7-499_Hybrid20231001","TC18_TS7-499_Hybrid","2023-10-13","0.00","15900.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","26896","P090001958533","82296610190151962378","0105556078229","311076222327172","2023-10-31","",""
"57","0180TC18_TS7-499_Hybrid20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS7-499_Hybrid","2023-09-01","1.00","7000.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","26895","P090001957934","","0105556078229","301076216529142","2023-10-30","",""
"58","0180TC18_TS8-499_Hybrid20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","0180TC18_TS8-499_Hybrid20231000","TC18_TS8-499_Hybrid","2023-10-13","0.00","15900.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26898","P090001958534","82296610190153962384","0105556078229","311076222528352","2023-10-31","",""
"59","0180TC18_TS8-499_Hybrid20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS8-499_Hybrid","2023-09-01","1.00","7000.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","26897","P090001957935","","0105556078229","301076216730322","2023-10-30","",""
"60","0180TC18_TS9-494_Hybrid20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS9-494_Hybrid","2023-04-21","1.00","5000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-16","","","26899","P090001957936","82296610190155960356","0105556078229","301076216930792","2023-10-30","",""
"61","003TC3_TS11-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","1","0","0","003TC3_TS11-949_Hybrid_up20231001","TC3_TS11-949_Hybrid_up","2023-10-11","1.00","4800.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24678","P090001944671","","0105556078229","311066283327842","2023-10-31","",""
"62","003TC3_TS12-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","003TC3_TS12-949_Hybrid_up20231001","TC3_TS12-949_Hybrid_up","2023-10-11","1.00","4800.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","24679","P090001944672","","0105556078229","311066283529022","2023-10-31","",""
"63","003TC3_TS3-4999_increase_up20231002","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS3-4999_increase_up","2023-10-01","0.00","12000.00","2","9.00","0.00","9.00","0.00","0.00","","","9.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25786","P090001947295","","0105556078229","311066297939612","2023-10-31","",""
"64","003TC3_TS4-4999_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","2","0","0","003TC3_TS4-4999_additional_up20231001","TC3_TS4-4999_additional_up","2023-10-09","0.00","3500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25787","P090001947296","82296610180130962228","0105556078229","311066298129742","2023-10-31","",""
"65","003TC3_TS5-49499_increase_up20231002","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS5-49499_increase_up","2023-10-01","0.00","9500.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25788","P090001947297","","0105556078229","311066298330922","2023-10-31","",""
"66","003TC3_TS6-49499_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","2","0","0","003TC3_TS6-49499_additional_up20231001","TC3_TS6-49499_additional_up","2023-10-09","0.00","9500.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25789","P090001947298","","0105556078229","311066298532102","2023-10-31","",""
"67","004TC4_TS11-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS11-949_Hybrid_up20231001","TC4_TS11-949_Hybrid_up","2023-10-11","2.00","15800.00","","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24684","P090001944677","","0105556078229","311066284532392","2023-10-31","",""
